Class,CapShape,CapSurface,CapColor,Bruises,Odor,GillAttachment,GillSpacing,GillSize,GillColor,StalkShape,StalkRoot,StalkSurfaceAboveRing,StalkSurfaceBelowRing,StalkColorAboveRing,StalkColorBelowRing,VeilType,VeilColor,RingNumber,RingType,SporePrintColor,Population,Habitat
poisonous,knobbed,scaly,red,FALSE,spicy,free,close,narrow,buff,tapering,Missing[],smooth,smooth,pink,white,partial,white,o,evanescent,white,several,leaves
poisonous,flat,smooth,brown,FALSE,foul,free,close,narrow,buff,tapering,Missing[],silky,silky,pink,white,partial,white,o,evanescent,white,several,leaves
edible,bell,smooth,white,FALSE,none,free,crowded,broad,pink,enlarging,Missing[],silky,smooth,white,white,partial,white,t,pendant,white,scattered,grasses
edible,knobbed,smooth,white,FALSE,none,free,crowded,broad,white,enlarging,Missing[],silky,silky,white,white,partial,white,t,pendant,white,scattered,grasses
edible,bell,fibrous,white,FALSE,none,free,crowded,broad,pink,enlarging,Missing[],smooth,smooth,white,white,partial,white,t,pendant,white,numerous,grasses
edible,flat,smooth,brown,FALSE,none,attached,close,broad,brown,enlarging,Missing[],smooth,smooth,orange,orange,partial,brown,o,pendant,buff,clustered,leaves
poisonous,knobbed,scaly,red,FALSE,spicy,free,close,narrow,buff,tapering,Missing[],smooth,smooth,pink,white,partial,white,o,evanescent,white,several,woods
poisonous,knobbed,smooth,brown,FALSE,foul,free,close,narrow,buff,tapering,Missing[],smooth,smooth,white,white,partial,white,o,evanescent,white,several,paths
poisonous,knobbed,smooth,brown,FALSE,fishy,free,close,narrow,buff,tapering,Missing[],smooth,silky,white,pink,partial,white,o,evanescent,white,several,paths
poisonous,flat,scaly,brown,FALSE,fishy,free,close,narrow,buff,tapering,Missing[],smooth,silky,white,pink,partial,white,o,evanescent,white,several,woods
poisonous,convex,smooth,red,FALSE,foul,free,close,narrow,buff,tapering,Missing[],silky,silky,pink,white,partial,white,o,evanescent,white,several,leaves
edible,flat,smooth,brown,FALSE,none,attached,close,broad,yellow,enlarging,Missing[],smooth,smooth,orange,orange,partial,orange,o,pendant,orange,several,leaves
edible,knobbed,fibrous,white,FALSE,none,free,crowded,broad,white,enlarging,Missing[],smooth,silky,white,white,partial,white,t,pendant,white,scattered,grasses
poisonous,knobbed,smooth,brown,FALSE,fishy,free,close,narrow,buff,tapering,Missing[],silky,smooth,white,pink,partial,white,o,evanescent,white,several,woods
poisonous,convex,smooth,brown,FALSE,fishy,free,close,narrow,buff,tapering,Missing[],silky,smooth,white,white,partial,white,o,evanescent,white,several,woods
edible,bell,fibrous,gray,FALSE,none,free,crowded,broad,white,enlarging,Missing[],smooth,silky,white,white,partial,white,t,pendant,white,scattered,grasses
poisonous,knobbed,scaly,brown,FALSE,spicy,free,close,narrow,buff,tapering,Missing[],silky,silky,pink,pink,partial,white,o,evanescent,white,several,woods
edible,bell,smooth,brown,FALSE,none,attached,close,broad,orange,enlarging,Missing[],smooth,smooth,orange,orange,partial,orange,o,pendant,yellow,clustered,leaves
edible,flat,smooth,brown,FALSE,none,attached,close,broad,yellow,enlarging,Missing[],smooth,smooth,orange,orange,partial,orange,o,pendant,brown,several,leaves
poisonous,knobbed,scaly,red,FALSE,spicy,free,close,narrow,buff,tapering,Missing[],silky,silky,pink,white,partial,white,o,evanescent,white,several,paths
poisonous,knobbed,smooth,red,FALSE,spicy,free,close,narrow,buff,tapering,Missing[],silky,silky,pink,pink,partial,white,o,evanescent,white,several,woods
poisonous,knobbed,scaly,brown,FALSE,spicy,free,close,narrow,buff,tapering,Missing[],silky,smooth,pink,white,partial,white,o,evanescent,white,several,paths
poisonous,knobbed,scaly,red,FALSE,spicy,free,close,narrow,buff,tapering,Missing[],smooth,silky,white,white,partial,white,o,evanescent,white,several,paths
poisonous,knobbed,scaly,brown,FALSE,foul,free,close,narrow,buff,tapering,Missing[],silky,silky,pink,pink,partial,white,o,evanescent,white,several,woods
edible,convex,smooth,gray,FALSE,none,free,crowded,broad,white,enlarging,Missing[],silky,silky,white,white,partial,white,t,pendant,white,scattered,grasses
poisonous,knobbed,scaly,brown,FALSE,foul,free,close,narrow,buff,tapering,Missing[],smooth,smooth,white,white,partial,white,o,evanescent,white,several,woods
edible,flat,scaly,cinnamon,TRUE,none,free,close,broad,white,enlarging,bulbous,smooth,smooth,white,white,partial,white,t,pendant,white,several,paths
edible,bell,smooth,brown,FALSE,none,attached,close,broad,brown,enlarging,Missing[],smooth,smooth,orange,orange,partial,brown,o,pendant,brown,several,leaves
poisonous,knobbed,smooth,red,FALSE,fishy,free,close,narrow,buff,tapering,Missing[],smooth,silky,white,white,partial,white,o,evanescent,white,several,leaves
poisonous,knobbed,smooth,brown,FALSE,foul,free,close,narrow,buff,tapering,Missing[],smooth,smooth,pink,white,partial,white,o,evanescent,white,several,woods
poisonous,knobbed,scaly,brown,FALSE,foul,free,close,narrow,buff,tapering,Missing[],smooth,smooth,white,pink,partial,white,o,evanescent,white,several,paths
edible,bell,fibrous,gray,FALSE,none,free,crowded,broad,gray,enlarging,Missing[],smooth,silky,white,white,partial,white,t,pendant,white,scattered,grasses
poisonous,knobbed,scaly,brown,FALSE,spicy,free,close,narrow,buff,tapering,Missing[],silky,silky,white,white,partial,white,o,evanescent,white,several,paths
edible,bell,fibrous,white,FALSE,none,free,crowded,broad,pink,enlarging,Missing[],silky,silky,white,white,partial,white,t,pendant,white,scattered,grasses
poisonous,knobbed,smooth,red,FALSE,foul,free,close,narrow,buff,tapering,Missing[],smooth,silky,pink,pink,partial,white,o,evanescent,white,several,leaves
edible,convex,smooth,white,FALSE,none,free,crowded,broad,pink,enlarging,Missing[],smooth,silky,white,white,partial,white,t,pendant,white,scattered,grasses
poisonous,knobbed,scaly,red,FALSE,foul,free,close,narrow,buff,tapering,Missing[],smooth,silky,white,white,partial,white,o,evanescent,white,several,leaves
poisonous,knobbed,scaly,red,FALSE,spicy,free,close,narrow,buff,tapering,Missing[],smooth,silky,pink,pink,partial,white,o,evanescent,white,several,woods
edible,convex,smooth,white,FALSE,none,free,crowded,broad,white,enlarging,Missing[],silky,smooth,white,white,partial,white,t,pendant,white,numerous,grasses
poisonous,knobbed,scaly,red,FALSE,foul,free,close,narrow,buff,tapering,Missing[],smooth,smooth,white,white,partial,white,o,evanescent,white,several,woods
poisonous,knobbed,scaly,brown,FALSE,spicy,free,close,narrow,buff,tapering,Missing[],smooth,silky,white,pink,partial,white,o,evanescent,white,several,paths
edible,knobbed,smooth,brown,FALSE,none,attached,close,broad,orange,enlarging,Missing[],smooth,smooth,orange,orange,partial,brown,o,pendant,orange,several,leaves
edible,knobbed,smooth,brown,FALSE,none,attached,close,broad,orange,enlarging,Missing[],smooth,smooth,orange,orange,partial,brown,o,pendant,brown,several,leaves
poisonous,knobbed,smooth,red,FALSE,fishy,free,close,narrow,buff,tapering,Missing[],silky,smooth,pink,pink,partial,white,o,evanescent,white,several,leaves
poisonous,knobbed,smooth,red,FALSE,spicy,free,close,narrow,buff,tapering,Missing[],silky,smooth,white,pink,partial,white,o,evanescent,white,several,paths
edible,knobbed,smooth,brown,FALSE,none,attached,close,broad,yellow,enlarging,Missing[],smooth,smooth,orange,orange,partial,brown,o,pendant,brown,clustered,leaves
poisonous,knobbed,smooth,brown,FALSE,fishy,free,close,narrow,buff,tapering,Missing[],smooth,silky,pink,white,partial,white,o,evanescent,white,several,woods
poisonous,knobbed,smooth,red,FALSE,foul,free,close,narrow,buff,tapering,Missing[],smooth,smooth,white,pink,partial,white,o,evanescent,white,several,woods
poisonous,knobbed,scaly,red,FALSE,spicy,free,close,narrow,buff,tapering,Missing[],silky,silky,pink,pink,partial,white,o,evanescent,white,several,woods
poisonous,knobbed,scaly,red,FALSE,foul,free,close,narrow,buff,tapering,Missing[],smooth,smooth,pink,pink,partial,white,o,evanescent,white,several,woods
poisonous,knobbed,scaly,red,FALSE,foul,free,close,narrow,buff,tapering,Missing[],smooth,silky,white,pink,partial,white,o,evanescent,white,several,leaves
edible,knobbed,fibrous,white,FALSE,none,free,crowded,broad,white,enlarging,Missing[],smooth,silky,white,white,partial,white,t,pendant,white,numerous,grasses
edible,bell,smooth,brown,FALSE,none,attached,close,broad,orange,enlarging,Missing[],smooth,smooth,orange,orange,partial,orange,o,pendant,brown,several,leaves
poisonous,knobbed,smooth,red,FALSE,spicy,free,close,narrow,buff,tapering,Missing[],silky,silky,pink,white,partial,white,o,evanescent,white,several,woods
edible,flat,smooth,brown,FALSE,none,attached,close,broad,yellow,enlarging,Missing[],smooth,smooth,orange,orange,partial,orange,o,pendant,buff,several,leaves
edible,flat,scaly,brown,FALSE,none,free,close,broad,white,enlarging,bulbous,scaly,scaly,brown,brown,partial,white,t,pendant,white,solitary,paths
poisonous,knobbed,scaly,red,FALSE,fishy,free,close,narrow,buff,tapering,Missing[],silky,smooth,white,white,partial,white,o,evanescent,white,several,leaves
edible,flat,smooth,gray,TRUE,none,free,close,broad,white,enlarging,bulbous,smooth,smooth,white,white,partial,white,t,pendant,white,solitary,paths
edible,convex,smooth,pink,TRUE,none,free,close,broad,white,enlarging,bulbous,smooth,smooth,white,white,partial,white,t,pendant,white,several,paths
poisonous,conical,scaly,yellow,FALSE,none,free,crowded,narrow,white,enlarging,club,scaly,scaly,yellow,yellow,partial,yellow,o,evanescent,white,clustered,leaves
poisonous,knobbed,smooth,red,FALSE,foul,free,close,narrow,buff,tapering,Missing[],silky,smooth,pink,pink,partial,white,o,evanescent,white,several,paths
poisonous,knobbed,scaly,red,FALSE,foul,free,close,narrow,buff,tapering,Missing[],smooth,silky,white,pink,partial,white,o,evanescent,white,several,woods
poisonous,knobbed,scaly,red,FALSE,musty,attached,close,broad,yellow,enlarging,club,silky,scaly,cinnamon,cinnamon,partial,white,0,none,white,clustered,woods
edible,bell,smooth,brown,FALSE,none,attached,close,broad,yellow,enlarging,Missing[],smooth,smooth,orange,orange,partial,brown,o,pendant,orange,several,leaves
poisonous,knobbed,smooth,brown,FALSE,spicy,free,close,narrow,buff,tapering,Missing[],smooth,silky,pink,white,partial,white,o,evanescent,white,several,leaves
edible,convex,smooth,white,FALSE,none,free,crowded,broad,gray,enlarging,Missing[],smooth,silky,white,white,partial,white,t,pendant,white,scattered,grasses
poisonous,convex,smooth,red,FALSE,foul,free,close,narrow,buff,tapering,Missing[],smooth,smooth,white,white,partial,white,o,evanescent,white,several,leaves
poisonous,convex,scaly,cinnamon,FALSE,musty,free,close,broad,white,enlarging,club,silky,scaly,cinnamon,cinnamon,partial,white,0,none,white,clustered,woods
poisonous,flat,smooth,brown,FALSE,spicy,free,close,narrow,buff,tapering,Missing[],smooth,smooth,pink,pink,partial,white,o,evanescent,white,several,leaves
edible,knobbed,smooth,brown,FALSE,none,attached,close,broad,orange,enlarging,Missing[],smooth,smooth,orange,orange,partial,orange,o,pendant,buff,clustered,leaves
edible,bell,scaly,brown,FALSE,none,free,close,broad,white,enlarging,bulbous,scaly,scaly,brown,brown,partial,white,t,pendant,white,solitary,woods
poisonous,flat,smooth,brown,FALSE,spicy,free,close,narrow,buff,tapering,Missing[],silky,smooth,pink,pink,partial,white,o,evanescent,white,several,woods
poisonous,knobbed,smooth,brown,FALSE,fishy,free,close,narrow,buff,tapering,Missing[],smooth,smooth,pink,white,partial,white,o,evanescent,white,several,paths
edible,bell,smooth,gray,FALSE,none,free,crowded,broad,white,enlarging,Missing[],silky,silky,white,white,partial,white,t,pendant,white,scattered,grasses
edible,convex,scaly,brown,TRUE,none,free,close,broad,white,enlarging,bulbous,smooth,smooth,white,white,partial,white,t,pendant,white,several,paths
poisonous,flat,smooth,brown,FALSE,spicy,free,close,narrow,buff,tapering,Missing[],silky,smooth,pink,white,partial,white,o,evanescent,white,several,paths
edible,knobbed,smooth,brown,FALSE,none,attached,close,broad,orange,enlarging,Missing[],smooth,smooth,orange,orange,partial,brown,o,pendant,yellow,clustered,leaves
edible,bell,fibrous,white,FALSE,none,free,crowded,broad,white,enlarging,Missing[],silky,smooth,white,white,partial,white,t,pendant,white,numerous,grasses
edible,convex,fibrous,white,FALSE,none,free,crowded,broad,gray,enlarging,Missing[],smooth,smooth,white,white,partial,white,t,pendant,white,numerous,grasses
poisonous,knobbed,smooth,brown,FALSE,fishy,free,close,narrow,buff,tapering,Missing[],silky,smooth,pink,pink,partial,white,o,evanescent,white,several,woods
poisonous,convex,scaly,brown,FALSE,musty,attached,close,broad,yellow,enlarging,club,silky,scaly,cinnamon,cinnamon,partial,white,0,none,white,clustered,woods
poisonous,knobbed,scaly,red,FALSE,spicy,free,close,narrow,buff,tapering,Missing[],smooth,smooth,white,pink,partial,white,o,evanescent,white,several,paths
edible,convex,smooth,brown,FALSE,none,attached,close,broad,orange,enlarging,Missing[],smooth,smooth,orange,orange,partial,brown,o,pendant,buff,clustered,leaves
poisonous,knobbed,smooth,red,FALSE,foul,free,close,narrow,buff,tapering,Missing[],smooth,smooth,white,pink,partial,white,o,evanescent,white,several,paths
poisonous,convex,smooth,red,FALSE,spicy,free,close,narrow,buff,tapering,Missing[],silky,smooth,pink,pink,partial,white,o,evanescent,white,several,leaves
poisonous,knobbed,smooth,brown,FALSE,fishy,free,close,narrow,buff,tapering,Missing[],silky,smooth,pink,white,partial,white,o,evanescent,white,several,leaves
poisonous,knobbed,scaly,red,FALSE,spicy,free,close,narrow,buff,tapering,Missing[],silky,silky,white,white,partial,white,o,evanescent,white,several,woods
poisonous,knobbed,scaly,brown,FALSE,foul,free,close,narrow,buff,tapering,Missing[],silky,silky,pink,white,partial,white,o,evanescent,white,several,leaves
poisonous,knobbed,smooth,red,FALSE,foul,free,close,narrow,buff,tapering,Missing[],smooth,silky,pink,pink,partial,white,o,evanescent,white,several,woods
edible,bell,fibrous,gray,FALSE,none,free,crowded,broad,pink,enlarging,Missing[],smooth,smooth,white,white,partial,white,t,pendant,white,numerous,grasses
edible,knobbed,smooth,brown,FALSE,none,attached,close,broad,orange,enlarging,Missing[],smooth,smooth,orange,orange,partial,brown,o,pendant,yellow,several,leaves
poisonous,knobbed,scaly,brown,FALSE,spicy,free,close,narrow,buff,tapering,Missing[],silky,silky,white,pink,partial,white,o,evanescent,white,several,paths
poisonous,knobbed,scaly,yellow,FALSE,none,free,crowded,narrow,white,enlarging,club,scaly,scaly,yellow,yellow,partial,yellow,o,evanescent,white,clustered,leaves
edible,knobbed,smooth,white,FALSE,none,free,crowded,broad,pink,enlarging,Missing[],silky,smooth,white,white,partial,white,t,pendant,white,numerous,grasses
edible,convex,smooth,brown,FALSE,none,attached,close,broad,brown,enlarging,Missing[],smooth,smooth,orange,orange,partial,orange,o,pendant,yellow,clustered,leaves
poisonous,knobbed,smooth,brown,FALSE,spicy,free,close,narrow,buff,tapering,Missing[],silky,smooth,pink,white,partial,white,o,evanescent,white,several,paths
edible,knobbed,fibrous,gray,FALSE,none,free,crowded,broad,pink,enlarging,Missing[],smooth,silky,white,white,partial,white,t,pendant,white,scattered,grasses
edible,knobbed,fibrous,white,FALSE,none,free,crowded,broad,white,enlarging,Missing[],smooth,smooth,white,white,partial,white,t,pendant,white,numerous,grasses
edible,flat,smooth,brown,FALSE,none,attached,close,broad,orange,enlarging,Missing[],smooth,smooth,orange,orange,partial,brown,o,pendant,buff,clustered,leaves
edible,convex,smooth,white,FALSE,none,free,crowded,broad,pink,enlarging,Missing[],silky,silky,white,white,partial,white,t,pendant,white,numerous,grasses
edible,bell,smooth,gray,FALSE,none,free,crowded,broad,white,enlarging,Missing[],silky,silky,white,white,partial,white,t,pendant,white,numerous,grasses
edible,convex,fibrous,white,FALSE,none,free,crowded,broad,white,enlarging,Missing[],smooth,silky,white,white,partial,white,t,pendant,white,numerous,grasses
edible,knobbed,fibrous,white,FALSE,none,free,crowded,broad,pink,enlarging,Missing[],silky,smooth,white,white,partial,white,t,pendant,white,numerous,grasses
poisonous,knobbed,smooth,brown,FALSE,foul,free,close,narrow,buff,tapering,Missing[],smooth,smooth,pink,pink,partial,white,o,evanescent,white,several,woods
poisonous,knobbed,scaly,red,FALSE,spicy,free,close,narrow,buff,tapering,Missing[],smooth,smooth,white,pink,partial,white,o,evanescent,white,several,woods
edible,knobbed,fibrous,gray,FALSE,none,free,crowded,broad,pink,enlarging,Missing[],smooth,smooth,white,white,partial,white,t,pendant,white,scattered,grasses
edible,convex,smooth,white,FALSE,none,free,crowded,broad,pink,enlarging,Missing[],smooth,smooth,white,white,partial,white,t,pendant,white,scattered,grasses
poisonous,knobbed,smooth,brown,FALSE,foul,free,close,narrow,buff,tapering,Missing[],smooth,smooth,pink,white,partial,white,o,evanescent,white,several,paths
